tokens,down_kernel,up_kernel,dispatch,us_per_mixer,us_per_graph,gflops,gbps
256,down_m4,up_m2,block,448.721,43.5,,
256,down_m4,up_m4,norm,29.223,2.8,0.0,538.2
256,down_m4,up_m4,down,301.125,29.2,5850.1,40.3
256,down_m4,up_m4,up,84.035,8.2,19964.6,140.4
256,down_m4,up_m4,combine,40.811,4.0,0.0,578.1
256,down_m4,up_m4,block,455.194,44.2,,
256,down_m4,up_m8,norm,29.268,2.8,0.0,537.4
256,down_m4,up_m8,down,301.793,29.3,5837.1,40.2
256,down_m4,up_m8,up,108.086,10.5,15522.1,109.1
256,down_m4,up_m8,combine,42.782,4.1,0.0,551.5
256,down_m4,up_m8,block,481.929,46.7,,
256,down_m8,up_m1,norm,29.983,2.9,0.0,524.6
256,down_m8,up_m1,down,379.039,36.8,4647.6,32.0
256,down_m8,up_m1,up,122.949,11.9,13645.7,95.9
256,down_m8,up_m1,combine,34.510,3.3,0.0,683.7
256,down_m8,up_m1,block,566.481,54.9,,
256,down_m8,up_m2,norm,29.266,2.8,0.0,537.4
256,down_m8,up_m2,down,379.042,36.8,4647.5,32.0
